x,y,y_clean,split
0.6929292929292927,0.966626958046426,0.8391838993959592,train
0.7212121212121212,0.9127849297948984,0.8728027603862314,train
0.7494949494949497,0.9222757688631266,0.9079516470696148,train
0.7777777777777777,1.0254743243275684,0.9447187928669409,train
0.8060606060606061,1.064305599825936,0.9831924311990429,train
0.8343434343434342,1.1296009782144119,1.0234607954867518,train
0.8626262626262626,1.092980184758321,1.065612119150901,train
0.8909090909090907,1.1945060414078983,1.109734635612321,train
0.9191919191919191,1.1793098631134793,1.155916578291846,train
0.9474747474747476,1.149509221582682,1.2042461806103069,train
0.9757575757575756,1.2898247418879694,1.254811675988535,test
1.004040404040404,1.2759556899028597,1.3077012978473648,train
1.032323232323232,1.3634339099314754,1.3630032796076257,train
1.0606060606060606,1.472741543055126,1.420805854690152,test
1.088888888888889,1.4336116260925524,1.4811972565157754,test
1.117171717171717,1.4122300589525827,1.5442657185053266,train
1.1454545454545455,1.6658542637996414,1.6100994740796395,train
1.1737373737373735,1.8316061785944575,1.6787867566595447,train
1.202020202020202,1.635478344513098,1.750415799665876,train
1.23030303030303,1.7592816336652617,1.8250748365194638,train
1.2585858585858585,2.1276826086223064,1.9028521006411423,test
1.286868686868687,1.9518772448091608,1.983835825451742,train
1.315151515151515,1.7738738262785638,2.068114244372095,train
1.3434343434343434,2.3060785379155524,2.1557755908230347,train
1.3717171717171714,2.297282337164205,2.2469080982253913,train
1.4,2.444992174574332,2.3415999999999997,test
